audit_id,priority_rank,priority_name,priority_note,manual_check_status,manual_final_label,manual_final_dimension,manual_decision,manual_note,comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,suggested_label,suggested_dimension,label_change_direction,predicted_umux_label,predicted_umux_dimension,is_prediction_correct,audit_reason,audit_note,word_count,matched_general_praise,matched_usefulness,matched_ease,matched_negative_usability,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant,review_text_lower,audit_text,has_general_praise,has_usefulness_keyword,has_ease_keyword,has_negative_usability_pattern,is_suggestion_different
994,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,Oke terimakasih untuk pencairan lebih cepat,oke terimakasih cair lebih cepat,1,1,3,Usefulness + Ease of Use,1,Usefulness,3 -> 1,2,Ease of Use,False,label_3_only_usefulness_detected,"Label aktual gabungan, tetapi keyword yang terdeteksi lebih dominan usefulness saja.",6,"ok, oke","cair, pencairan",,,negative,-0.2023,3.39,5,prista inari25april,2026-04-07 06:46:23,0,Relevan dengan P1 dan P3,3,0.229,0.625,0.146,moderate,True,oke terimakasih untuk pencairan lebih cepat,oke terimakasih untuk pencairan lebih cepat oke terimakasih cair lebih cepat,True,True,False,False,True
995,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,setelah diperbaharui aplikasi jmo sama sekali tidak bisa dibuka,baharu aplikasi jmo sama sekali tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",9,,,"buka, tidak bisa","tidak bisa buka, tidak bisa dibuka",positive,0.2732,4.82,1,Aisyah Nuralfizah,2026-04-07 06:32:07,0,Tidak relevan dengan pertanyaan manapun,0,0.164,0.536,0.3,moderate,False,setelah diperbaharui aplikasi jmo sama sekali tidak bisa dibuka,setelah diperbaharui aplikasi jmo sama sekali tidak bisa dibuka baharu aplikasi jmo sama sekali tidak bisa buka,False,False,True,True,True
997,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,"Hallo Jamsostek, Untuk proses perubahan/koreksi data dikantor cabang, harus nunggu berapa lama lagi? saya sudah bolak balik 3x. Membuang waktu dan tenaga. karena urgent saya rela bolak balik hanya menunggu hasil koreksi data dari pusat Jakarta. Data input 25 Maret 2026 ,info dari cabang 5 hari kerja(1 April 2026). sampai hari ini 7 April saya balik lagi ke cabang dan belum ada kelanjutan dari Jakarta. Apakah saya tidak boleh ambil hak saya karena sudah tidak bekerja lagi?",hallo jamsostek proses ubah koreksi data kantor cabang nunggu berapa lama bolak balik x buang waktu tenaga urgent rela bolak balik tunggu hasil koreksi data pusat jakarta data input maret info cabang hari kerja april hari april balik cabang belum lanjut jakarta tidak ambil hak tidak kerja,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,3,Usefulness + Ease of Use,False,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",77,,data,,,positive,0.5267,5.58,2,Een,2026-04-07 06:25:14,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.227,0.773,high,True,"hallo jamsostek, untuk proses perubahan/koreksi data dikantor cabang, harus nunggu berapa lama lagi? saya sudah bolak balik 3x. membuang waktu dan tenaga. karena urgent saya rela bolak balik hanya menunggu hasil koreksi data dari pusat jakarta. data input 25 maret 2026 ,info dari cabang 5 hari kerja(1 april 2026). sampai hari ini 7 april saya balik lagi ke cabang dan belum ada kelanjutan dari jakarta. apakah saya tidak boleh ambil hak saya karena sudah tidak bekerja lagi?","hallo jamsostek, untuk proses perubahan/koreksi data dikantor cabang, harus nunggu berapa lama lagi? saya sudah bolak balik 3x. membuang waktu dan tenaga. karena urgent saya rela bolak balik hanya menunggu hasil koreksi data dari pusat jakarta. data input 25 maret 2026 ,info dari cabang 5 hari kerja(1 april 2026). sampai hari ini 7 april saya balik lagi ke cabang dan belum ada kelanjutan dari jakarta. apakah saya tidak boleh ambil hak saya karena sudah tidak bekerja lagi? hallo jamsostek proses ubah koreksi data kantor cabang nunggu berapa lama bolak balik x buang waktu tenaga urgent rela bolak balik tunggu hasil koreksi data pusat jakarta data input maret info cabang hari kerja april hari april balik cabang belum lanjut jakarta tidak ambil hak tidak kerja",False,True,False,False,True
998,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"Muncul keterangan ""JMO terus berhenti"" di perangkat Nokia 7 android 8 Oreo. Mohon untuk diperbaiki. Account dan password 100% benar, aplikasi sudah yg terbaru, bahkan sudah uninstal dan instal kembali, tetap saja tidak bisa dibuka ""JMO terus berhenti""",muncul terang jmo terus henti perangkat nokia android oreo mohon baik account password benar aplikasi yg baru bahkan uninstal instal tetap tidak bisa buka jmo terus henti,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",38,"baik, ok",,"buka, tidak bisa","tidak bisa buka, tidak bisa dibuka",positive,0.5859,5.76,5,Hendri Perdana,2026-04-07 06:19:48,7,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,"muncul keterangan ""jmo terus berhenti"" di perangkat nokia 7 android 8 oreo. mohon untuk diperbaiki. account dan password 100% benar, aplikasi sudah yg terbaru, bahkan sudah uninstal dan instal kembali, tetap saja tidak bisa dibuka ""jmo terus berhenti""","muncul keterangan ""jmo terus berhenti"" di perangkat nokia 7 android 8 oreo. mohon untuk diperbaiki. account dan password 100% benar, aplikasi sudah yg terbaru, bahkan sudah uninstal dan instal kembali, tetap saja tidak bisa dibuka ""jmo terus berhenti"" muncul terang jmo terus henti perangkat nokia android oreo mohon baik account password benar aplikasi yg baru bahkan uninstal instal tetap tidak bisa buka jmo terus henti",True,False,True,True,True
999,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,bagus,,,,positive,0.8225,6.47,5,Miftahul Arzaq,2026-04-07 06:16:47,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.189,0.811,high,False,sangat bagus,sangat bagus sangat bagus,True,False,False,False,True
1000,4,P4 - Label 0 contains usefulness keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi usefulness atau manfaat aplikasi.,,,,,,jmo adalah aplikasi BPJS yang bagus dan mantap,jmo aplikasi bpjs bagus mantap,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",8,"bagus, mantap",bpjs,,,positive,0.5574,5.67,5,Syah Riduan,2026-04-07 05:52:20,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.217,0.783,high,False,jmo adalah aplikasi bpjs yang bagus dan mantap,jmo adalah aplikasi bpjs yang bagus dan mantap jmo aplikasi bpjs bagus mantap,True,True,False,False,True
1001,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,mantap pas,mantap pas,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",2,mantap,,,,positive,0.5859,5.76,5,Yuyun Yunarti,2026-04-07 05:50:59,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.513,0.487,high,False,mantap pas,mantap pas mantap pas,True,False,False,False,True
1002,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,mantap semoga selalu jaya di udara,mantap moga selalu jaya udara,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,0,Tidak relevan dengan UMUX-Lite,False,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",6,mantap,,,,positive,0.5859,5.76,5,Kardiman Fahmi,2026-04-07 05:48:04,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False,mantap semoga selalu jaya di udara,mantap semoga selalu jaya di udara mantap moga selalu jaya udara,True,False,False,False,True
1003,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"sangat bagus,, jadi gampang mau cek status",sangat bagus jadi gampang mau cek status,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",7,bagus,,gampang,,positive,0.9477,6.84,5,Wahyu Yani,2026-04-07 05:47:20,0,Tidak relevan dengan pertanyaan manapun,0,0.14,0.327,0.533,high,False,"sangat bagus,, jadi gampang mau cek status","sangat bagus,, jadi gampang mau cek status sangat bagus jadi gampang mau cek status",True,False,True,False,True
1004,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"bpjs pencairan nya lama banget harus nunggu , data masuk , setelah data masuk nunggu lagi verikfikasi data , setelah verifikasi data nunggu lagi konfirmasi dan verifikasi ke perusahaan , setelah itu nunggu lagi pencairan dana , g kaya sebelum nya setelah pengajuan data sudah lengakap langsung cair . . sekarang harus nunggu 13 hari setelah pengajuan , kenapa . .? sangat mengecewakan bagi saya yang sangat membutuhkan dana . . tolong dong di percepat pencairannya.",bpjs cair nya lama banget nunggu data masuk data masuk nunggu verikfikasi data verifikasi data nunggu konfirmasi verifikasi usaha nunggu cair dana g kaya belum nya aju data lengakap langsung cair sekarang nunggu hari aju sangat kecewa sangat butuh dana dong cepat cair,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",76,,"bpjs, butuh, cair, data, pencairan","masuk, verifikasi",,positive,0.8126,6.44,1,Astrid Arka,2026-04-07 05:45:53,1,Tidak relevan dengan pertanyaan manapun,0,0.0,0.351,0.649,high,False,"bpjs pencairan nya lama banget harus nunggu , data masuk , setelah data masuk nunggu lagi verikfikasi data , setelah verifikasi data nunggu lagi konfirmasi dan verifikasi ke perusahaan , setelah itu nunggu lagi pencairan dana , g kaya sebelum nya setelah pengajuan data sudah lengakap langsung cair . . sekarang harus nunggu 13 hari setelah pengajuan , kenapa . .? sangat mengecewakan bagi saya yang sangat membutuhkan dana . . tolong dong di percepat pencairannya.","bpjs pencairan nya lama banget harus nunggu , data masuk , setelah data masuk nunggu lagi verikfikasi data , setelah verifikasi data nunggu lagi konfirmasi dan verifikasi ke perusahaan , setelah itu nunggu lagi pencairan dana , g kaya sebelum nya setelah pengajuan data sudah lengakap langsung cair . . sekarang harus nunggu 13 hari setelah pengajuan , kenapa . .? sangat mengecewakan bagi saya yang sangat membutuhkan dana . . tolong dong di percepat pencairannya. bpjs cair nya lama banget nunggu data masuk data masuk nunggu verikfikasi data verifikasi data nunggu konfirmasi verifikasi usaha nunggu cair dana g kaya belum nya aju data lengakap langsung cair sekarang nunggu hari aju sangat kecewa sangat butuh dana dong cepat cair",False,True,True,False,True
1005,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,aplikasi JMO belum di buka baru di kilik balik lagi tdk bsa buka,aplikasi jmo belum buka baru kilik balik tidak bsa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",13,,,buka,,neutral,0.0,4.0,1,Yudi 73306,2026-04-07 05:43:07,0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,aplikasi jmo belum di buka baru di kilik balik lagi tdk bsa buka,aplikasi jmo belum di buka baru di kilik balik lagi tdk bsa buka aplikasi jmo belum buka baru kilik balik tidak bsa buka,False,False,True,False,True
1008,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,aplikasi bikin susah pengguna,aplikasi bikin susah guna,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,1,Usefulness,False,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",4,,guna,susah,,positive,0.5574,5.67,1,Defrita,2026-04-07 05:25:36,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.357,0.643,high,True,aplikasi bikin susah pengguna,aplikasi bikin susah pengguna aplikasi bikin susah guna,False,True,True,False,True
1009,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,susah buat log in,susah buat log in,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,2,Ease of Use,False,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",4,,,susah,,positive,0.5859,5.76,2,Oky Dian,2026-04-07 05:19:12,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True,susah buat log in,susah buat log in susah buat log in,False,False,True,False,True
1010,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,min kenapa saya mau login tidak bisa masuk padahal saya sudah menerima kartunya? email dan password sudah benar kenapa tidak bisa masuk ya?,min mau login tidak bisa masuk padahal terima kartu email password benar tidak bisa masuk,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,2,Ease of Use,False,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",23,,kartu,"login, masuk, tidak bisa",tidak bisa masuk,positive,0.6597,5.98,2,Rizal Kurniawan,2026-04-07 04:58:34,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.27,0.73,high,True,min kenapa saya mau login tidak bisa masuk padahal saya sudah menerima kartunya? email dan password sudah benar kenapa tidak bisa masuk ya?,min kenapa saya mau login tidak bisa masuk padahal saya sudah menerima kartunya? email dan password sudah benar kenapa tidak bisa masuk ya? min mau login tidak bisa masuk padahal terima kartu email password benar tidak bisa masuk,False,True,True,True,True
1011,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,gak bisa login! gmna solusinya,tidak bisa login gmna solusi,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,2,Ease of Use,False,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",5,,,"gak bisa, login, tidak bisa",tidak bisa login,negative,-0.836,1.49,1,Yunan Wijayanto,2026-04-07 04:50:02,0,Tidak relevan dengan pertanyaan manapun,0,0.48,0.409,0.112,low,True,gak bisa login! gmna solusinya,gak bisa login! gmna solusinya tidak bisa login gmna solusi,False,False,True,True,True
1012,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,"reset akun saja ribet harus ke kantor sedangkan aplikasi brimo bisa langsung lewat aplikasi nya, tolong jangan mempersulit kami rakyat indonesia terimakasih",reset akun ribet kantor sedang aplikasi brimo bisa langsung lewat aplikasi nya jangan sulit rakyat indonesia terimakasih,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",22,,,"ribet, sulit",,positive,0.8126,6.44,1,adjass wibawa,2026-04-07 04:44:06,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.119,0.881,high,False,"reset akun saja ribet harus ke kantor sedangkan aplikasi brimo bisa langsung lewat aplikasi nya, tolong jangan mempersulit kami rakyat indonesia terimakasih","reset akun saja ribet harus ke kantor sedangkan aplikasi brimo bisa langsung lewat aplikasi nya, tolong jangan mempersulit kami rakyat indonesia terimakasih reset akun ribet kantor sedang aplikasi brimo bisa langsung lewat aplikasi nya jangan sulit rakyat indonesia terimakasih",False,False,True,False,True
1013,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,dipermudah dan sangat membantu,mudah sangat bantu,1,0,2,Ease of Use,3,Usefulness + Ease of Use,2 -> 3,3,Usefulness + Ease of Use,False,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",4,,"bantu, membantu",mudah,,positive,0.5859,5.76,5,Gozianajam Jadid,2026-04-07 04:42:15,0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,True,dipermudah dan sangat membantu,dipermudah dan sangat membantu mudah sangat bantu,False,True,True,False,True
1014,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,tidak bisa di install.apa lagi gangguan ya,tidak bisa install apa ganggu,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",7,,,tidak bisa,,positive,0.4404,5.32,1,Awanbgr Awan,2026-04-07 04:41:45,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,tidak bisa di install.apa lagi gangguan ya,tidak bisa di install.apa lagi gangguan ya tidak bisa install apa ganggu,False,False,True,False,True
1018,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,aplikasinya kenapa ya ini ? berbulan-bulan tidak ada kemajuan malah mundurrrrr. mau login gk bs kebaca pdhal pasword dan email sdh benar.. rubah kata sandi juga gk bs ke reset. eror mulu dah🙃,aplikasi bulan bulan tidak maju malah mundurrrrr mau login tidak bs baca pdhal pasword email sdh benar rubah kata sandi tidak bs reset error mulu dah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",33,,,"eror, error, login",,positive,0.5267,5.58,5,Sarah Mey,2026-04-07 04:03:40,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,aplikasinya kenapa ya ini ? berbulan-bulan tidak ada kemajuan malah mundurrrrr. mau login gk bs kebaca pdhal pasword dan email sdh benar.. rubah kata sandi juga gk bs ke reset. eror mulu dah🙃,aplikasinya kenapa ya ini ? berbulan-bulan tidak ada kemajuan malah mundurrrrr. mau login gk bs kebaca pdhal pasword dan email sdh benar.. rubah kata sandi juga gk bs ke reset. eror mulu dah🙃 aplikasi bulan bulan tidak maju malah mundurrrrr mau login tidak bs baca pdhal pasword email sdh benar rubah kata sandi tidak bs reset error mulu dah,False,False,True,False,True
1019,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,baru download gk bisa dibuka...macet,baru download tidak bisa buka macet,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",5,,,"buka, macet, tidak bisa",tidak bisa buka,positive,0.4404,5.32,1,Zidan Hasbian,2026-04-07 03:43:25,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,False,baru download gk bisa dibuka...macet,baru download gk bisa dibuka...macet baru download tidak bisa buka macet,False,False,True,True,True
1020,4,P4 - Label 0 contains usefulness keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi usefulness atau manfaat aplikasi.,,,,,,ok pelayananya,pelayananya,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,0 -> 1,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_usefulness_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness atau manfaat aplikasi.",2,ok,"layan, layanan",,,negative,-0.2023,3.39,5,supri yanto,2026-04-07 03:41:08,0,Tidak relevan dengan pertanyaan manapun,0,0.289,0.526,0.184,moderate,False,ok pelayananya,ok pelayananya pelayananya,True,True,False,False,True
1021,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,tidak bisa di buka apk nya itu knpa ya,tidak bisa buka aplikasi nya knpa,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",9,,,"buka, tidak bisa",tidak bisa buka,neutral,0.0,4.0,1,Miracle Official,2026-04-07 03:39:09,0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,False,tidak bisa di buka apk nya itu knpa ya,tidak bisa di buka apk nya itu knpa ya tidak bisa buka aplikasi nya knpa,False,False,True,True,True
1025,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,"ini sebenernya bisa dicairkan gak sih? masa tiap upload npwp gagal terus dan server selalu error. ini bukan yang pertama kali lho. sering banget server error begini.heran, kalah sama aplikasi michat",sebenernya bisa cair tidak sih masa tiap upload npwp gagal terus server selalu error bukan pertama kali lho sering banget server error begini heran kalah sama aplikasi michat,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,2,Ease of Use,False,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",31,,cair,"buka, error, gagal, server",server error,negative,-0.25,3.25,1,Azriii,2026-04-07 03:08:51,0,Tidak relevan dengan pertanyaan manapun,0,0.325,0.263,0.412,moderate,True,"ini sebenernya bisa dicairkan gak sih? masa tiap upload npwp gagal terus dan server selalu error. ini bukan yang pertama kali lho. sering banget server error begini.heran, kalah sama aplikasi michat","ini sebenernya bisa dicairkan gak sih? masa tiap upload npwp gagal terus dan server selalu error. ini bukan yang pertama kali lho. sering banget server error begini.heran, kalah sama aplikasi michat sebenernya bisa cair tidak sih masa tiap upload npwp gagal terus server selalu error bukan pertama kali lho sering banget server error begini heran kalah sama aplikasi michat",False,True,True,True,True
1026,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,sangat puas dan menjamin karyawan,sangat puas jamin karyawan,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_general_praise_only,"Label aktual Usefulness, tetapi komentar tampak hanya pujian umum. Cek apakah lebih tepat menjadi tidak relevan UMUX-Lite.",5,puas,,,,positive,0.6486,5.95,5,Cerita beach 1978,2026-04-07 03:06:32,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.159,0.841,high,True,sangat puas dan menjamin karyawan,sangat puas dan menjamin karyawan sangat puas jamin karyawan,True,False,False,False,True
1027,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,kok susah kali melihat saldo jht ya pak,kok susah kali lihat saldo jht pak,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,0 -> 3,2,Ease of Use,False,label_0_contains_both_dimensions,"Label aktual tidak relevan, tetapi komentar mengandung indikasi usefulness dan ease of use.",8,ok,"jht, saldo",susah,,positive,0.5267,5.58,5,Afrizaldixxx@gmail.com Aldi,2026-04-07 03:05:13,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.227,0.773,high,True,kok susah kali melihat saldo jht ya pak,kok susah kali melihat saldo jht ya pak kok susah kali lihat saldo jht pak,True,True,True,False,True
1028,2,P2 - Label 1 general praise,Label Usefulness perlu dicek karena komentar tampak hanya pujian umum.,,,,,,bagus pelayanannya,bagus layan,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,1 -> 0,1,Usefulness,True,label_1_short_praise,"Label aktual Usefulness, tetapi komentar sangat pendek dan hanya bernada positif umum.",2,bagus,"layan, layanan",,,positive,0.5267,5.58,5,Muhamad Ilham,2026-04-07 02:58:49,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True,bagus pelayanannya,bagus pelayanannya bagus layan,True,True,False,False,True
1029,1,P1 - Different suggestion and wrong prediction,Prioritas tertinggi: saran label berbeda dari label aktual dan prediksi model juga salah.,,,,,,pengajuan klaim mudah dan cepat,aju klaim mudah cepat,0,1,1,Usefulness,3,Usefulness + Ease of Use,1 -> 3,2,Ease of Use,False,single_dimension_label_contains_both,"Label aktual hanya satu dimensi, tetapi komentar mengandung indikasi usefulness dan ease of use.",5,,klaim,mudah,,positive,0.5574,5.67,5,Septiana Trihanda,2026-04-07 02:50:10,0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.217,0.783,high,True,pengajuan klaim mudah dan cepat,pengajuan klaim mudah dan cepat aju klaim mudah cepat,False,True,True,False,True
1030,3,P3 - Label 0 contains ease keyword,Label tidak relevan perlu dicek karena komentar mengandung indikasi ease of use atau masalah penggunaan.,,,,,,susah kebuka aplikasinya,susah buka aplikasi,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,0 -> 2,0,Tidak relevan dengan UMUX-Lite,True,label_0_contains_ease_keyword,"Label aktual tidak relevan, tetapi komentar mengandung indikasi ease of use atau masalah penggunaan aplikasi.",3,,,"buka, susah",,neutral,0.0,4.0,1,Masrur Masrur,2026-04-07 02:47:02,0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,0.0,moderate,False,susah kebuka aplikasinya,susah kebuka aplikasinya susah buka aplikasi,False,False,True,False,True
